Event occurred at,Analyst,Quality score (sourcing),Quality score (writing),Action,Request,Request created at,Job,Wait time (min),Waiting for,Analysts available,Analysts occupied,Total jobs available,Review jobs available,Vetting jobs available,Planning jobs available,Editing jobs available,Sourcing jobs available,Writing jobs available
06/22/2017 12:54:05,d9837e646a15a4fdd823531178b2d62e,0,0,Declined Job,594aead5ef88150028311172,06/21/2017 17:53:25,writing,1,sourcing,7,7,13,0,0,12,0,0,1
06/22/2017 12:53:30,d9837e646a15a4fdd823531178b2d62e,0,0,Assigned Job,594aead5ef88150028311172,06/21/2017 17:53:25,writing,1,"sourcing, writing",4,7,13,0,0,12,0,0,1
06/22/2017 12:46:09,710dbda77cade1eced9c735c08e6e38d,5,5,Accepted Job,5949a81c4d1319005556396c,06/20/2017 18:56:28,editing,1,editing,2,7,12,0,0,12,0,0,0
06/22/2017 12:46:02,710dbda77cade1eced9c735c08e6e38d,5,5,Assigned Job,5949a81c4d1319005556396c,06/20/2017 18:56:28,editing,1,editing,3,7,13,0,0,12,1,0,0
06/22/2017 12:38:43,9fa24ddce8fd9d1526d9d7451304fc74,4.89,4.89,Accepted Job,5949a81c4d1319005556396c,06/20/2017 18:56:28,editing,54,editing,3,7,12,0,0,12,0,0,0
06/22/2017 12:38:26,9fa24ddce8fd9d1526d9d7451304fc74,4.89,4.89,Assigned Job,5949a81c4d1319005556396c,06/20/2017 18:56:28,editing,53,editing,4,7,13,0,0,12,1,0,0
06/22/2017 12:18:33,732e4a29b2e318bce3c1e923276ddf51,5,5,Accepted Job,5949a81c4d1319005556396c,06/20/2017 18:56:28,review,1,review,3,7,12,0,0,12,0,0,0
06/22/2017 12:18:31,732e4a29b2e318bce3c1e923276ddf51,5,5,Assigned Job,5949a81c4d1319005556396c,06/20/2017 18:56:28,review,1,review,4,7,13,1,0,12,0,0,0
06/22/2017 12:09:49,642782c690c8d963c487300a4751e220,4.97,4.97,Accepted Job,594bebaa632eb100405ab4c3,06/22/2017 12:09:14,vetting,2,"review, vetting",1,7,1,1,0,0,0,0,0
06/22/2017 12:09:45,642782c690c8d963c487300a4751e220,4.97,4.97,Assigned Job,594bebaa632eb100405ab4c3,06/22/2017 12:09:14,vetting,2,"review, vetting",2,7,2,1,1,0,0,0,0
06/22/2017 12:00:28,642782c690c8d963c487300a4751e220,4.97,4.97,Accepted Job,594b1abfa6992500289d6040,06/21/2017 21:17:51,review,7,"review, vetting",2,7,1,1,0,0,0,0,0
06/22/2017 12:00:23,642782c690c8d963c487300a4751e220,4.97,4.97,Assigned Job,594b1abfa6992500289d6040,06/21/2017 21:17:51,review,7,"review, vetting",3,7,2,2,0,0,0,0,0
06/22/2017 11:10:45,7e22ad15724c44543d1d4bcafd10c812,5,5,Accepted Job,5949a81c4d1319005556396c,06/20/2017 18:56:28,review,1,review,5,9,0,0,0,0,0,0,0
06/22/2017 11:10:42,7e22ad15724c44543d1d4bcafd10c812,5,5,Assigned Job,5949a81c4d1319005556396c,06/20/2017 18:56:28,review,1,review,5,9,1,1,0,0,0,0,0
06/22/2017 10:59:40,39b71201151caf98fd10afce50cfc83e,4.85,4.85,Accepted Job,594aead5ef88150028311172,06/21/2017 17:53:25,writing,25,writing,6,9,0,0,0,0,0,0,0
06/22/2017 10:59:35,39b71201151caf98fd10afce50cfc83e,4.85,4.85,Assigned Job,594aead5ef88150028311172,06/21/2017 17:53:25,writing,25,writing,7,9,1,0,0,0,0,0,1
06/22/2017 10:57:18,d8e25a290ea51352bf9100a99c475f6d,5,5,Accepted Job,594bcdd680f13f00405cd4e8,06/22/2017 10:01:58,vetting,1,vetting,6,9,0,0,0,0,0,0,0
06/22/2017 10:57:15,d8e25a290ea51352bf9100a99c475f6d,5,5,Assigned Job,594bcdd680f13f00405cd4e8,06/22/2017 10:01:58,vetting,1,vetting,7,9,1,0,1,0,0,0,0
06/22/2017 10:55:33,732e4a29b2e318bce3c1e923276ddf51,5,5,Accepted Job,594b9dd57c3b31004d97a6dc,06/22/2017 6:37:09,review,1,"review, planning",6,9,1,0,1,0,0,0,0
06/22/2017 10:55:30,732e4a29b2e318bce3c1e923276ddf51,5,5,Assigned Job,594b9dd57c3b31004d97a6dc,06/22/2017 6:37:09,review,1,"review, planning",6,9,2,1,1,0,0,0,0
06/22/2017 10:47:23,052066814364850e1a17a90d576dd904,4.2,4.2,Accepted Job,594b31f09d87570035cccafd,06/21/2017 22:56:48,review,1,review,2,8,1,0,1,0,0,0,0
06/22/2017 10:47:21,052066814364850e1a17a90d576dd904,4.2,4.2,Accepted Job,594b31f09d87570035cccafd,06/21/2017 22:56:48,review,1,review,2,8,1,0,1,0,0,0,0
06/22/2017 10:47:19,052066814364850e1a17a90d576dd904,4.2,4.2,Assigned Job,594b31f09d87570035cccafd,06/21/2017 22:56:48,review,1,review,3,8,2,1,1,0,0,0,0
06/22/2017 10:39:49,795930bc4ed320777ad76b46da2ed66d,4.8,4.8,Accepted Job,594b31f09d87570035cccafd,06/21/2017 22:56:48,review,17,review,3,8,1,0,1,0,0,0,0
06/22/2017 10:39:48,795930bc4ed320777ad76b46da2ed66d,4.8,4.8,Accepted Job,594b31f09d87570035cccafd,06/21/2017 22:56:48,review,17,review,3,8,1,0,1,0,0,0,0
06/22/2017 10:39:44,795930bc4ed320777ad76b46da2ed66d,4.8,4.8,Assigned Job,594b31f09d87570035cccafd,06/21/2017 22:56:48,review,17,review,5,8,2,1,1,0,0,0,0
06/22/2017 10:39:44,7e22ad15724c44543d1d4bcafd10c812,5,5,Declined Job,594b31f09d87570035cccafd,06/21/2017 22:56:48,review,55,"review, editing",5,8,2,1,1,0,0,0,0
06/22/2017 10:39:09,7e22ad15724c44543d1d4bcafd10c812,5,5,Assigned Job,594b31f09d87570035cccafd,06/21/2017 22:56:48,review,55,"review, editing",5,8,2,1,1,0,0,0,0
06/22/2017 10:39:09,7e22ad15724c44543d1d4bcafd10c812,5,5,Declined Job,594b31f09d87570035cccafd,06/21/2017 22:56:48,review,55,"review, editing",5,8,2,1,1,0,0,0,0
06/22/2017 10:38:34,7e22ad15724c44543d1d4bcafd10c812,5,5,Assigned Job,594b31f09d87570035cccafd,06/21/2017 22:56:48,review,54,"review, editing",5,8,2,1,1,0,0,0,0
06/22/2017 10:33:32,710dbda77cade1eced9c735c08e6e38d,5,5,Accepted Job,594bcdd780f13f00405cd4f0,06/22/2017 10:01:59,vetting,1,vetting,4,9,1,0,1,0,0,0,0
06/22/2017 10:33:19,710dbda77cade1eced9c735c08e6e38d,5,5,Assigned Job,594bcdd780f13f00405cd4f0,06/22/2017 10:01:59,vetting,1,vetting,5,9,1,0,1,0,0,0,0
06/22/2017 10:31:41,3a8a0b0323b02a707535fe7d65821de3,4.64,4.64,Accepted Job,594bcdd680f13f00405cd4e8,06/22/2017 10:01:58,vetting,1,vetting,4,9,1,0,1,0,0,0,0
06/22/2017 10:31:34,3a8a0b0323b02a707535fe7d65821de3,4.64,4.64,Assigned Job,594bcdd680f13f00405cd4e8,06/22/2017 10:01:58,vetting,1,vetting,5,9,2,0,2,0,0,0,0
06/22/2017 10:30:27,710dbda77cade1eced9c735c08e6e38d,5,5,Accepted Job,594bcdd680f13f00405cd4e8,06/22/2017 10:01:58,vetting,1,vetting,5,9,1,0,1,0,0,0,0
06/22/2017 10:30:23,710dbda77cade1eced9c735c08e6e38d,5,5,Assigned Job,594bcdd680f13f00405cd4e8,06/22/2017 10:01:58,vetting,1,vetting,6,9,2,0,2,0,0,0,0
06/22/2017 10:27:41,bcd8d747b5af397febc04228293f747f,4.67,4.67,Accepted Job,594aead5ef88150028311172,06/21/2017 17:53:25,writing,2,writing,6,9,2,0,2,0,0,0,0
06/22/2017 10:27:28,bcd8d747b5af397febc04228293f747f,4.67,4.67,Assigned Job,594aead5ef88150028311172,06/21/2017 17:53:25,writing,1,writing,6,9,3,0,2,0,0,0,1
06/22/2017 10:25:53,ea452a7456e38887ca8b98f4e131d224,5,5,Accepted Job,594b31f09d87570035cccafd,06/21/2017 22:56:48,writing,1,writing,4,9,2,0,2,0,0,0,0
06/22/2017 10:25:51,ea452a7456e38887ca8b98f4e131d224,5,5,Assigned Job,594b31f09d87570035cccafd,06/21/2017 22:56:48,writing,1,writing,5,9,3,0,2,0,0,0,1
06/22/2017 10:24:43,dee1febfdeb9c90a41759cb330c72fd4,4.54,4.54,Accepted Job,594bcdd680f13f00405cd4e8,06/22/2017 10:01:58,vetting,1,vetting,4,10,1,0,1,0,0,0,0
06/22/2017 10:24:41,dee1febfdeb9c90a41759cb330c72fd4,4.54,4.54,Assigned Job,594bcdd680f13f00405cd4e8,06/22/2017 10:01:58,vetting,1,vetting,5,10,2,0,2,0,0,0,0
06/22/2017 10:23:33,0e9802516f8a79dd0d45211dd4ee74af,4.5,4.5,Accepted Job,594aead5ef88150028311172,06/21/2017 17:53:25,writing,1,"sourcing, writing",4,9,2,0,2,0,0,0,0
06/22/2017 10:23:31,0e9802516f8a79dd0d45211dd4ee74af,4.5,4.5,Assigned Job,594aead5ef88150028311172,06/21/2017 17:53:25,writing,1,"sourcing, writing",5,9,3,0,2,0,0,0,1
06/22/2017 10:11:24,dee1febfdeb9c90a41759cb330c72fd4,4.54,4.54,Accepted Job,594bcdd580f13f00405cd4e0,06/22/2017 10:01:57,vetting,1,vetting,2,9,3,0,2,0,0,0,1
06/22/2017 10:11:15,dee1febfdeb9c90a41759cb330c72fd4,4.54,4.54,Assigned Job,594bcdd580f13f00405cd4e0,06/22/2017 10:01:57,vetting,1,vetting,3,9,4,0,3,0,0,0,1
06/22/2017 9:58:49,2df8ce7d317c7d89dfa95be7695d2de0,0,0,Accepted Job,594b945bf8b866004036d9c3,06/22/2017 5:56:43,sourcing,28,sourcing,1,9,0,0,0,0,0,0,0
06/22/2017 9:58:24,2df8ce7d317c7d89dfa95be7695d2de0,0,0,Assigned Job,594b945bf8b866004036d9c3,06/22/2017 5:56:43,sourcing,27,sourcing,3,9,2,0,0,1,0,1,0
06/22/2017 9:58:24,6b19235b9269df81b6da879771bf40bc,0,0,Declined Job,594b945bf8b866004036d9c3,06/22/2017 5:56:43,sourcing,7,sourcing,3,9,2,0,0,1,0,1,0
06/22/2017 9:57:49,6b19235b9269df81b6da879771bf40bc,0,0,Assigned Job,594b945bf8b866004036d9c3,06/22/2017 5:56:43,sourcing,6,sourcing,3,9,2,0,0,1,0,1,0
06/22/2017 9:57:49,6b19235b9269df81b6da879771bf40bc,0,0,Declined Job,594b945bf8b866004036d9c3,06/22/2017 5:56:43,sourcing,6,sourcing,3,9,2,0,0,1,0,1,0
06/22/2017 9:57:14,6b19235b9269df81b6da879771bf40bc,0,0,Assigned Job,594b945bf8b866004036d9c3,06/22/2017 5:56:43,sourcing,5,sourcing,3,10,2,0,0,1,0,1,0
06/22/2017 9:50:15,57ef46a92ecee8e187f4d450e92651ea,4.81,4.81,Accepted Job,594a9ce6c864e200288e766b,06/21/2017 12:20:54,writing,1,writing,3,9,0,0,0,0,0,0,0
06/22/2017 9:50:13,57ef46a92ecee8e187f4d450e92651ea,4.81,4.81,Assigned Job,594a9ce6c864e200288e766b,06/21/2017 12:20:54,writing,1,writing,4,9,1,0,0,0,0,0,1
06/22/2017 9:25:49,7e22ad15724c44543d1d4bcafd10c812,5,5,Accepted Job,594a9ce6c864e200288e766b,06/21/2017 12:20:54,source review,1,"review, editing",2,9,0,0,0,0,0,0,0
06/22/2017 9:25:42,7e22ad15724c44543d1d4bcafd10c812,5,5,Assigned Job,594a9ce6c864e200288e766b,06/21/2017 12:20:54,source review,1,"review, editing",3,9,1,1,0,0,0,0,0
06/22/2017 9:24:32,795930bc4ed320777ad76b46da2ed66d,4.8,4.8,Declined Job,594a9ce6c864e200288e766b,06/21/2017 12:20:54,source review,12,review,3,9,1,1,0,0,0,0,0
06/22/2017 9:23:56,795930bc4ed320777ad76b46da2ed66d,4.8,4.8,Assigned Job,594a9ce6c864e200288e766b,06/21/2017 12:20:54,source review,12,review,3,9,1,1,0,0,0,0,0
06/22/2017 9:23:56,795930bc4ed320777ad76b46da2ed66d,4.8,4.8,Declined Job,594a9ce6c864e200288e766b,06/21/2017 12:20:54,source review,12,review,3,9,1,1,0,0,0,0,0
06/22/2017 9:23:21,795930bc4ed320777ad76b46da2ed66d,4.8,4.8,Assigned Job,594a9ce6c864e200288e766b,06/21/2017 12:20:54,source review,11,review,3,9,1,1,0,0,0,0,0
06/22/2017 9:05:24,795930bc4ed320777ad76b46da2ed66d,4.8,4.8,Accepted Job,594a8fd422b3c50028e71976,06/21/2017 11:25:08,review,1,review,1,10,0,0,0,0,0,0,0
06/22/2017 9:05:23,795930bc4ed320777ad76b46da2ed66d,4.8,4.8,Accepted Job,594a8fd422b3c50028e71976,06/21/2017 11:25:08,review,1,review,1,10,0,0,0,0,0,0,0
06/22/2017 9:05:15,795930bc4ed320777ad76b46da2ed66d,4.8,4.8,Assigned Job,594a8fd422b3c50028e71976,06/21/2017 11:25:08,review,1,review,2,10,1,1,0,0,0,0,0
06/22/2017 9:01:12,7e22ad15724c44543d1d4bcafd10c812,5,5,Accepted Job,594a8fd422b3c50028e71976,06/21/2017 11:25:08,review,1,review,2,10,0,0,0,0,0,0,0
06/22/2017 9:01:10,7e22ad15724c44543d1d4bcafd10c812,5,5,Assigned Job,594a8fd422b3c50028e71976,06/21/2017 11:25:08,review,1,review,3,10,1,1,0,0,0,0,0
06/22/2017 8:58:53,7e22ad15724c44543d1d4bcafd10c812,5,5,Accepted Job,594b33d6fee3760035a1a540,06/21/2017 23:04:54,review,1,review,3,10,1,1,0,0,0,0,0
06/22/2017 8:58:50,7e22ad15724c44543d1d4bcafd10c812,5,5,Assigned Job,594b33d6fee3760035a1a540,06/21/2017 23:04:54,review,1,review,4,10,2,2,0,0,0,0,0
06/22/2017 8:57:07,710dbda77cade1eced9c735c08e6e38d,5,5,Accepted Job,594b20ef3f82d10028f03c7c,06/21/2017 21:44:15,editing,1,editing,2,9,2,2,0,0,0,0,0
06/22/2017 8:57:04,710dbda77cade1eced9c735c08e6e38d,5,5,Assigned Job,594b20ef3f82d10028f03c7c,06/21/2017 21:44:15,editing,1,editing,3,9,3,2,0,0,1,0,0
06/22/2017 8:32:44,642782c690c8d963c487300a4751e220,4.97,4.97,Accepted Job,594b20ef3f82d10028f03c7c,06/21/2017 21:44:15,editing,33,"review, vetting, editing",3,10,0,0,0,0,0,0,0
06/22/2017 8:32:39,642782c690c8d963c487300a4751e220,4.97,4.97,Assigned Job,594b20ef3f82d10028f03c7c,06/21/2017 21:44:15,editing,33,"review, vetting, editing",3,10,1,0,0,0,1,0,0
06/22/2017 8:32:39,642782c690c8d963c487300a4751e220,4.97,4.97,Declined Job,594b20ef3f82d10028f03c7c,06/21/2017 21:44:15,editing,33,"review, vetting, editing",3,10,1,0,0,0,1,0,0
06/22/2017 8:32:04,642782c690c8d963c487300a4751e220,4.97,4.97,Assigned Job,594b20ef3f82d10028f03c7c,06/21/2017 21:44:15,editing,32,"review, vetting, editing",2,10,1,0,0,0,1,0,0
06/22/2017 8:21:36,d6eaa4eeb52b4d62ec78299454763870,5,5,Accepted Job,594b9dd57c3b31004d97a6dc,06/22/2017 6:37:09,sourcing,1,"sourcing, writing",2,13,0,0,0,0,0,0,0
06/22/2017 8:21:33,d6eaa4eeb52b4d62ec78299454763870,5,5,Assigned Job,594b9dd57c3b31004d97a6dc,06/22/2017 6:37:09,sourcing,1,"sourcing, writing",3,13,1,0,0,0,0,1,0
06/22/2017 8:18:37,e9468b4c33f88d6937c4ad2bea8bbc2f,5,5,Accepted Job,594b20ef3f82d10028f03c7c,06/21/2017 21:44:15,review,1,"review, sourcing",3,12,1,0,0,1,0,0,0
06/22/2017 8:18:35,e9468b4c33f88d6937c4ad2bea8bbc2f,5,5,Assigned Job,594b20ef3f82d10028f03c7c,06/21/2017 21:44:15,review,1,"review, sourcing",4,12,2,1,0,1,0,0,0
06/22/2017 8:12:12,39b71201151caf98fd10afce50cfc83e,4.85,4.85,Accepted Job,594b31f09d87570035cccafd,06/21/2017 22:56:48,writing,1,writing,3,12,1,0,0,1,0,0,0
06/22/2017 8:12:09,39b71201151caf98fd10afce50cfc83e,4.85,4.85,Assigned Job,594b31f09d87570035cccafd,06/21/2017 22:56:48,writing,1,writing,4,11,2,0,0,1,0,0,1
06/22/2017 8:11:39,3a29165b73c047e745934c2cbbfaac1b,4.63,4.63,Accepted Job,594b1abfa6992500289d6040,06/21/2017 21:17:51,writing,1,writing,4,10,2,0,0,1,0,0,1
06/22/2017 8:11:34,3a29165b73c047e745934c2cbbfaac1b,4.63,4.63,Assigned Job,594b1abfa6992500289d6040,06/21/2017 21:17:51,writing,1,writing,4,10,3,0,0,1,0,0,2
06/22/2017 8:06:22,9fa24ddce8fd9d1526d9d7451304fc74,4.89,4.89,Accepted Job,594b0303f3b9f600287eac2b,06/21/2017 19:36:35,writing,1,writing,5,10,2,0,0,1,0,0,1
06/22/2017 8:06:19,9fa24ddce8fd9d1526d9d7451304fc74,4.89,4.89,Assigned Job,594b0303f3b9f600287eac2b,06/21/2017 19:36:35,writing,1,writing,6,10,3,0,0,1,0,0,2
06/22/2017 8:03:26,98de7e62209a07eee6ec8dc984911042,0,0,Accepted Job,594a9ce6c864e200288e766b,06/21/2017 12:20:54,sourcing,1,sourcing,4,10,3,0,0,1,0,0,2
06/22/2017 8:03:23,98de7e62209a07eee6ec8dc984911042,0,0,Assigned Job,594a9ce6c864e200288e766b,06/21/2017 12:20:54,sourcing,1,sourcing,4,10,4,0,0,1,0,1,2
06/22/2017 8:01:25,a29fe6d26c1a49ff4a3c876eaee0a1af,0,0,Accepted Job,594a9ce6c864e200288e766b,06/21/2017 12:20:54,sourcing,1,,3,10,3,0,0,1,0,0,2
06/22/2017 8:01:22,a29fe6d26c1a49ff4a3c876eaee0a1af,0,0,Accepted Job,594a9ce6c864e200288e766b,06/21/2017 12:20:54,sourcing,1,sourcing,3,10,3,0,0,1,0,0,2
06/22/2017 8:01:20,a29fe6d26c1a49ff4a3c876eaee0a1af,0,0,Accepted Job,594a9ce6c864e200288e766b,06/21/2017 12:20:54,sourcing,1,sourcing,3,10,3,0,0,1,0,0,2
06/22/2017 8:01:03,a29fe6d26c1a49ff4a3c876eaee0a1af,0,0,Assigned Job,594a9ce6c864e200288e766b,06/21/2017 12:20:54,sourcing,1,sourcing,5,10,4,0,0,1,0,1,2
06/22/2017 8:01:03,1f8d8b08a994331e419d24293ce9e7b0,0,0,Declined Job,594a9ce6c864e200288e766b,06/21/2017 12:20:54,sourcing,7,sourcing,5,10,4,0,0,1,0,1,2
06/22/2017 8:00:28,1f8d8b08a994331e419d24293ce9e7b0,0,0,Assigned Job,594a9ce6c864e200288e766b,06/21/2017 12:20:54,sourcing,7,sourcing,4,10,3,0,0,0,0,1,2
06/22/2017 8:00:28,1f8d8b08a994331e419d24293ce9e7b0,0,0,Declined Job,594a9ce6c864e200288e766b,06/21/2017 12:20:54,sourcing,7,sourcing,4,10,3,0,0,0,0,1,2
06/22/2017 7:59:53,1f8d8b08a994331e419d24293ce9e7b0,0,0,Assigned Job,594a9ce6c864e200288e766b,06/21/2017 12:20:54,sourcing,6,sourcing,2,11,2,0,0,0,0,1,1
06/22/2017 7:58:48,39b71201151caf98fd10afce50cfc83e,4.85,4.85,Accepted Job,594b1abfa6992500289d6040,06/21/2017 21:17:51,writing,1,writing,3,10,1,0,0,0,0,0,1
06/22/2017 7:58:43,39b71201151caf98fd10afce50cfc83e,4.85,4.85,Assigned Job,594b1abfa6992500289d6040,06/21/2017 21:17:51,writing,1,writing,4,10,2,0,0,0,0,0,2
06/22/2017 7:58:17,642782c690c8d963c487300a4751e220,4.97,4.97,Accepted Job,594b0303f3b9f600287eac2b,06/21/2017 19:36:35,writing,1,"review, vetting, editing, sourcing, writing",4,9,2,0,0,0,0,0,2
06/22/2017 7:58:08,642782c690c8d963c487300a4751e220,4.97,4.97,Assigned Job,594b0303f3b9f600287eac2b,06/21/2017 19:36:35,writing,1,"review, vetting, editing, sourcing, writing",4,9,3,0,0,0,0,0,3
06/22/2017 7:43:36,642782c690c8d963c487300a4751e220,4.97,4.97,Accepted Job,594b20eb3f82d10028f03c5c,06/21/2017 21:44:11,writing,1,"review, vetting, editing, sourcing, writing",1,10,2,0,0,0,0,0,2
06/22/2017 7:43:32,642782c690c8d963c487300a4751e220,4.97,4.97,Assigned Job,594b20eb3f82d10028f03c5c,06/21/2017 21:44:11,writing,1,"review, vetting, editing, sourcing, writing",2,10,3,0,0,0,0,0,3
06/22/2017 7:41:50,642782c690c8d963c487300a4751e220,4.97,4.97,Accepted Job,594baca737b4b7004b683616,06/22/2017 7:40:23,vetting,1,"review, vetting, editing, sourcing, writing",1,9,3,0,0,0,0,0,3
06/22/2017 7:41:50,0e9802516f8a79dd0d45211dd4ee74af,4.5,4.5,Accepted Job,594b0303f3b9f600287eac2b,06/21/2017 19:36:35,writing,1,"sourcing, writing",2,9,4,0,1,0,0,0,3
06/22/2017 7:41:47,642782c690c8d963c487300a4751e220,4.97,4.97,Assigned Job,594baca737b4b7004b683616,06/22/2017 7:40:23,vetting,1,"review, vetting, editing, sourcing, writing",3,9,5,0,1,0,0,0,4
06/22/2017 7:41:47,0e9802516f8a79dd0d45211dd4ee74af,4.5,4.5,Assigned Job,594b0303f3b9f600287eac2b,06/21/2017 19:36:35,writing,1,"sourcing, writing",3,9,5,0,1,0,0,0,4
06/22/2017 7:38:58,642782c690c8d963c487300a4751e220,4.97,4.97,Accepted Job,594babd780f13f00405cd449,06/22/2017 7:36:55,vetting,1,"review, vetting, editing, sourcing, writing",1,10,3,0,0,0,0,0,3
06/22/2017 7:38:52,642782c690c8d963c487300a4751e220,4.97,4.97,Assigned Job,594babd780f13f00405cd449,06/22/2017 7:36:55,vetting,1,"review, vetting, editing, sourcing, writing",2,10,4,0,1,0,0,0,3
06/22/2017 7:36:37,642782c690c8d963c487300a4751e220,4.97,4.97,Accepted Job,594b945bf8b866004036d9c3,06/22/2017 5:56:43,vetting,1,"review, vetting, editing, sourcing, writing",2,9,3,0,0,0,0,0,3
06/22/2017 7:36:35,4bb6e496f0c92286dee7eed7038ddd9d,4.89,4.89,Accepted Job,594aead5ef88150028311172,06/21/2017 17:53:25,writing,1,"review, vetting, editing, sourcing, writing",3,9,4,0,1,0,0,0,3
06/22/2017 7:36:32,642782c690c8d963c487300a4751e220,4.97,4.97,Assigned Job,594b945bf8b866004036d9c3,06/22/2017 5:56:43,vetting,1,"review, vetting, editing, sourcing, writing",4,9,5,0,1,0,0,0,4
06/22/2017 7:36:32,4bb6e496f0c92286dee7eed7038ddd9d,4.89,4.89,Assigned Job,594aead5ef88150028311172,06/21/2017 17:53:25,writing,1,"review, vetting, editing, sourcing, writing",4,9,5,0,1,0,0,0,4
06/22/2017 7:34:49,4bb6e496f0c92286dee7eed7038ddd9d,4.89,4.89,Accepted Job,594b9dd57c3b31004d97a6dc,06/22/2017 6:37:09,vetting,1,"review, vetting, editing, sourcing, writing",1,9,5,0,1,0,0,0,4
06/22/2017 7:34:47,4bb6e496f0c92286dee7eed7038ddd9d,4.89,4.89,Assigned Job,594b9dd57c3b31004d97a6dc,06/22/2017 6:37:09,vetting,1,"review, vetting, editing, sourcing, writing",2,9,6,0,2,0,0,0,4
06/22/2017 7:33:21,4bb6e496f0c92286dee7eed7038ddd9d,4.89,4.89,Accepted Job,594b31f09d87570035cccafd,06/21/2017 22:56:48,source review,1,"review, vetting, editing, sourcing, writing",1,9,5,0,2,0,0,0,3
06/22/2017 7:33:02,4bb6e496f0c92286dee7eed7038ddd9d,4.89,4.89,Assigned Job,594b31f09d87570035cccafd,06/21/2017 22:56:48,source review,1,"review, vetting, editing, sourcing, writing",2,9,6,1,2,0,0,0,3
06/22/2017 7:27:48,4bb6e496f0c92286dee7eed7038ddd9d,4.89,4.89,Accepted Job,594b0303f3b9f600287eac2b,06/21/2017 19:36:35,source review,1,"review, vetting, editing, sourcing, writing",1,9,5,1,2,0,0,0,2
06/22/2017 7:27:46,4bb6e496f0c92286dee7eed7038ddd9d,4.89,4.89,Assigned Job,594b0303f3b9f600287eac2b,06/21/2017 19:36:35,source review,1,"review, vetting, editing, sourcing, writing",2,9,6,2,2,0,0,0,2
06/22/2017 7:23:45,d6eaa4eeb52b4d62ec78299454763870,5,5,Accepted Job,594b20ef3f82d10028f03c7c,06/21/2017 21:44:15,writing,1,"sourcing, writing",1,7,6,2,2,0,0,0,2
06/22/2017 7:23:45,2d0f64a208f69a70ec415cfccb59cc24,3.85,3.85,Accepted Job,594a8fd422b3c50028e71976,06/21/2017 11:25:08,writing,1,writing,2,7,7,2,2,0,0,0,3
06/22/2017 7:23:41,d6eaa4eeb52b4d62ec78299454763870,5,5,Assigned Job,594b20ef3f82d10028f03c7c,06/21/2017 21:44:15,writing,1,"sourcing, writing",3,7,8,2,2,0,0,0,4
06/22/2017 7:23:41,2d0f64a208f69a70ec415cfccb59cc24,3.85,3.85,Assigned Job,594a8fd422b3c50028e71976,06/21/2017 11:25:08,writing,1,writing,3,7,8,2,2,0,0,0,4
06/22/2017 7:03:53,0e9802516f8a79dd0d45211dd4ee74af,4.5,4.5,Accepted Job,594b20eb3f82d10028f03c5c,06/21/2017 21:44:11,writing,1,"sourcing, writing",1,8,6,1,2,0,0,0,3
06/22/2017 7:03:50,0e9802516f8a79dd0d45211dd4ee74af,4.5,4.5,Assigned Job,594b20eb3f82d10028f03c5c,06/21/2017 21:44:11,writing,1,"sourcing, writing",2,8,7,1,2,0,0,0,4
06/22/2017 7:03:50,0e9802516f8a79dd0d45211dd4ee74af,4.5,4.5,Declined Job,594b20eb3f82d10028f03c5c,06/21/2017 21:44:11,writing,1,"sourcing, writing",2,8,7,1,2,0,0,0,4
06/22/2017 7:03:15,0e9802516f8a79dd0d45211dd4ee74af,4.5,4.5,Assigned Job,594b20eb3f82d10028f03c5c,06/21/2017 21:44:11,writing,1,"sourcing, writing",2,8,7,1,2,0,0,0,4
06/22/2017 6:59:51,9fcbc63ff4c8bea5cea4efad782c87cf,5,5,Accepted Job,594b20ef3f82d10028f03c7c,06/21/2017 21:44:15,source review,1,review,1,7,7,1,2,0,0,0,4
06/22/2017 6:59:45,9fcbc63ff4c8bea5cea4efad782c87cf,5,5,Assigned Job,594b20ef3f82d10028f03c7c,06/21/2017 21:44:15,source review,1,review,2,7,8,2,2,0,0,0,4
06/22/2017 6:47:37,9fcbc63ff4c8bea5cea4efad782c87cf,5,5,Accepted Job,594ae6fb4f06e20035d92345,06/21/2017 17:36:59,review,1,review,2,7,8,2,2,0,0,0,4
06/22/2017 6:47:33,9fcbc63ff4c8bea5cea4efad782c87cf,5,5,Assigned Job,594ae6fb4f06e20035d92345,06/21/2017 17:36:59,review,1,review,3,7,9,3,2,0,0,0,4
06/22/2017 6:36:27,caf77e4ba6154e998b352cc92c685f80,4.83,4.83,Declined Job,594b20eb3f82d10028f03c5c,06/21/2017 21:44:11,writing,2,"planning, editing, sourcing, writing",3,8,6,1,1,0,0,0,4
06/22/2017 6:35:52,caf77e4ba6154e998b352cc92c685f80,4.83,4.83,Assigned Job,594b20eb3f82d10028f03c5c,06/21/2017 21:44:11,writing,1,"planning, editing, sourcing, writing",2,9,6,1,1,0,0,0,4
06/22/2017 6:35:52,caf77e4ba6154e998b352cc92c685f80,4.83,4.83,Declined Job,594b20eb3f82d10028f03c5c,06/21/2017 21:44:11,writing,1,"planning, editing, sourcing, writing",2,9,6,1,1,0,0,0,4
06/22/2017 6:35:17,caf77e4ba6154e998b352cc92c685f80,4.83,4.83,Assigned Job,594b20eb3f82d10028f03c5c,06/21/2017 21:44:11,writing,1,"planning, editing, sourcing, writing",2,9,6,1,1,0,0,0,4
